Dosya_Adi,Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
ember_29d3b9ff15bd.exe,802605,22.56,4.314,1,0,1
ember_26b6804a8b9e.exe,155648,18.89,6.131,104,0,1
ember_0402dcb2238e.exe,1339392,43.83,5.657,0,0,1
ember_3d672b056d8c.exe,962954,5.68,4.053,2,0,1
ember_520005c954db.exe,755712,9.2,6.46,178,5,1
ember_0a6104cb5dbc.exe,670720,8.69,6.003,270,2,1
ember_87a0d8e9642a.exe,965084,5.67,4.053,2,0,1
ember_2d588be938b7.exe,1821888,12.0,6.63,274,0,1
ember_588e5e423d96.exe,1665296,14.56,4.573,55,0,1
ember_314b6206c37f.exe,964104,5.68,4.053,2,0,1
ember_a4b934f2c3de.exe,962934,5.68,4.053,2,0,1
ember_524b551b7e6c.exe,966614,5.66,4.053,2,0,1
ember_36486c8ce1e2.exe,342016,4.37,5.77,44,0,1
ember_a0ab3ae792f4.exe,260096,3.76,5.323,15,1,1
ember_246ad44f769a.exe,279048,2.27,4.926,2,0,1
ember_198cedc3764b.exe,151552,33.66,4.806,27,0,1
ember_24eb268db463.exe,664576,12.36,5.215,17,0,1
ember_012e68962d7c.exe,267318,10.57,3.384,83,0,1
ember_28ad4f204173.exe,961144,5.69,4.053,2,0,1
ember_575cca6f85f0.exe,343514,6.08,5.037,61,0,1
ember_950bd3540339.exe,155648,18.89,6.131,104,0,1
ember_86e4fc110d0f.exe,66561,1.86,7.984,3,0,1
ember_a6b40384751c.exe,965614,5.67,4.053,2,0,1
ember_5ec5331691fd.exe,966414,5.66,4.053,2,0,1
ember_218b723bfdff.exe,343570,6.03,5.037,61,0,1
ember_22ac1044c733.exe,4963328,64.87,4.699,115,2,1
ember_47152885abd1.exe,88576,2.59,4.878,1,0,1
ember_ea795b983f58.exe,444928,14.05,6.392,106,2,1
ember_c51bbdd2f139.exe,88576,2.59,4.878,1,0,1
ember_49afbb305553.exe,2738737,1.85,2.99,90,0,1
ember_3c5e727e3bec.exe,122880,56.13,4.162,0,0,1
ember_ff1b2d5c7994.exe,963924,5.68,4.053,2,0,1
ember_cf6f051d7053.exe,545528,37.77,4.564,109,1,1
ember_3e00879d7f0d.exe,1974581,22.25,3.996,44,1,1
ember_1c43722f4065.exe,964704,5.67,4.053,2,0,1
ember_3a0fa3bd2501.exe,296589,18.48,3.096,101,2,1
ember_ecdf2595e73f.exe,959488,0.84,3.551,10,0,1
ember_d194837af7f6.exe,968354,5.65,4.053,2,0,1
ember_f334567d570e.exe,76288,32.48,5.431,65,1,1
ember_65bf2cd8c104.exe,3584,74.33,3.277,8,0,1
ember_6e08f4f24fd9.exe,551424,3.79,4.492,1,0,1
ember_212123adadec.exe,107755,13.11,4.824,39,1,1
ember_dfd997d19d9e.exe,1250816,6.77,6.766,114,1,1
ember_e310dd0e3909.exe,197632,33.2,4.867,3,0,1
ember_f1f728c104a5.exe,126816,10.93,5.704,54,0,1
ember_e0baace761fa.exe,649144,67.28,2.026,1,0,1
ember_dbe62f7b7700.exe,343433,6.08,5.037,61,0,1
ember_8a57f70007d0.exe,2738694,1.85,2.99,90,0,1
ember_668f74cb2c5b.exe,131200,20.92,6.117,25,0,1
ember_142d20664007.exe,964924,5.67,4.053,2,0,1
ember_6fca78fa5595.exe,966594,5.66,4.053,2,0,1
ember_3c53be423aee.exe,88576,2.59,4.878,1,0,1
ember_d86088e60b33.exe,983040,0.8,3.646,24,1,1
ember_50186e15cc4b.exe,246061,3.77,5.634,91,1,1
ember_de644b3f36a6.exe,139264,20.26,5.557,54,0,1
ember_9c959de27593.exe,390516,13.79,4.621,119,0,1
ember_a8b3bd2a34cb.exe,177664,16.05,5.615,85,2,1
ember_0ac613425453.exe,963484,5.68,4.053,2,0,1
ember_4e7aa23d85a4.exe,570880,21.45,5.422,232,2,1
ember_8bbd9b1ba1b9.exe,707584,32.1,5.116,236,2,1
ember_6762602702b6.exe,4081664,80.64,4.712,79,1,1
ember_c6319262ebb7.exe,180685,13.46,5.089,75,1,1
ember_eedf14e2128e.exe,101376,64.11,3.352,56,1,1
ember_092c50eb5969.exe,966974,5.66,4.053,2,0,1
ember_5d34560e7e84.exe,139264,20.26,5.557,54,0,1
ember_0758cfbc0976.exe,1338542,48.62,6.163,47,1,1
ember_1c43d24cc784.exe,88576,2.59,4.878,1,0,1
ember_9b7333c337c4.exe,3584,74.33,3.274,8,0,1
ember_6e48cd442289.exe,569344,7.54,6.615,224,2,1
ember_455bb182aa61.exe,2738708,1.89,2.99,90,0,1
ember_033688a930da.exe,766976,10.69,5.569,75,1,1
ember_104543b9d74d.exe,967364,5.66,4.053,2,0,1
ember_952edd25bcce.exe,830456,8.8,4.899,44,1,1
ember_1a6a93fe9b50.exe,1339392,43.75,5.672,0,0,1
ember_86c6c1773ceb.exe,965554,5.67,4.053,2,0,1
ember_80a9eed46dce.exe,2369160,0.95,4.427,8,0,1
ember_8a93f98745f5.exe,782086,10.02,4.356,216,2,1
ember_8212b6fe5510.exe,500224,20.26,4.64,127,2,1
ember_744e7500b438.exe,893424,20.91,5.65,71,1,1
ember_97185d61a7f8.exe,7168,45.73,3.672,1,0,1
ember_9354e99509d7.exe,202752,18.48,6.214,52,1,1
ember_bc421054ae29.exe,707584,32.1,5.116,236,2,1
ember_ad4cbc9107e6.exe,525214,72.37,4.482,105,3,1
ember_515ef975496e.exe,3584,74.33,3.276,8,0,1
ember_064e53e01e3a.exe,967274,5.66,4.053,2,0,1
ember_940ad50a410e.exe,88576,2.59,4.878,1,0,1
ember_790a9aa8e426.exe,965544,5.67,4.053,2,0,1
ember_a352dfd10c88.exe,965944,5.67,4.053,2,0,1
ember_5c816ad15db4.exe,964684,5.67,4.053,2,0,1
ember_a7f1dfa2839d.exe,960564,5.7,4.053,2,0,1
ember_d4abcf72f275.exe,5756400,2.8,5.037,32,0,1
ember_45edcfb13254.exe,1210595,20.29,4.13,90,1,1
ember_21109f2f1a08.exe,2061938,1.39,7.893,0,0,1
ember_8b27ddcc59a2.exe,525329,72.36,4.482,105,3,1
ember_2d2c93646e60.exe,966414,5.66,4.053,2,0,1
ember_c70addb29518.exe,963034,5.68,4.053,2,0,1
ember_93ee1b3ab132.exe,126849,10.92,5.704,54,0,1
ember_156b1fd3af39.exe,336384,32.62,5.639,4,0,1
ember_ff9f420b9787.exe,276992,37.92,4.648,87,1,1
ember_f6130978d81e.exe,1053696,10.93,5.708,81,1,1
ember_340abb567329.exe,736256,12.24,5.111,78,1,1
ember_14916860b04b.exe,238800,33.35,4.573,55,0,1
ember_c735967c6d2c.exe,614400,5.14,6.433,78,1,1
ember_c4d4259b2a13.exe,1246104,0.75,0.0,0,0,1
ember_fe1bafb5e8c8.exe,500224,20.26,4.64,127,2,1
ember_568486a85d06.exe,2738601,1.85,2.99,90,0,1
ember_3fd7e371aadb.exe,964204,5.68,4.053,2,0,1
ember_d6cab5565052.exe,475170,1.98,7.973,10,0,1
ember_09144e692220.exe,5267459,65.82,2.901,13,0,1
ember_1f8cdd1e4ebd.exe,965534,5.67,4.053,2,0,1
ember_322cbfdf115d.exe,524288,7.36,5.533,83,1,1
ember_36c5ff857214.exe,965064,5.67,4.053,2,0,1
ember_0a42297a2479.exe,343433,6.04,5.037,61,0,1
ember_8c5f7d933777.exe,633544,28.24,5.195,328,1,1
ember_2e859655c358.exe,968944,5.65,4.053,2,0,1
ember_11df1b75b547.exe,15872,26.69,5.194,62,0,1
ember_8b9e1b00714d.exe,1327456,56.28,3.228,343,0,1
ember_263076157402.exe,966454,5.66,4.053,2,0,1
ember_da133e827f28.exe,131200,20.92,6.117,25,0,1
ember_970af5f4f743.exe,966074,5.67,4.053,2,0,1
ember_88d3051dff57.exe,965914,5.67,4.053,2,0,1
ember_0f8acd6fe97a.exe,962984,5.68,4.053,2,0,1
ember_ea5de5c14bd5.exe,99328,1.36,7.983,3,0,1
ember_e1bc5e8a1739.exe,575528,23.1,4.148,56,0,1
ember_422162f2951e.exe,888868,14.82,4.47,467,4,1
ember_216ca4c5ca8a.exe,1250816,6.77,6.766,114,1,1
ember_099b1c526028.exe,314000,12.24,4.735,48,1,1
ember_a5013954d809.exe,667488,18.0,4.964,1,0,1
ember_d4f4a845ce88.exe,246069,3.77,5.634,91,1,1
ember_37b7c329f7ab.exe,239516,16.11,5.362,54,0,1
ember_d94cdf5be7c1.exe,1032192,6.89,3.76,63,0,1
ember_65eaebeffdcb.exe,1485982,1.82,3.746,1,0,1
ember_855c31f086f0.exe,188416,22.6,4.907,63,1,1
ember_fabb28fd1f74.exe,965554,5.67,4.053,2,0,1
ember_a867494a3b7f.exe,1606424,1.28,4.697,8,0,1
ember_b2c8b8668b57.exe,12288,35.32,3.773,1,0,1
ember_97c16c2835e3.exe,343400,6.04,5.037,61,0,1
ember_0651500dcf53.exe,799844,9.79,4.607,118,2,1
ember_93e5e0ed8f52.exe,343633,6.08,5.037,61,0,1
ember_f87a465fe7f6.exe,5267459,80.39,2.624,13,0,1
ember_ab1999c5387e.exe,503808,10.28,6.601,102,1,1
ember_5db40daad555.exe,2061938,3.66,7.896,0,0,1
ember_982d2c03f245.exe,126880,10.92,5.704,54,0,1
ember_39d0df1a4c2e.exe,118784,13.69,5.623,68,1,1
ember_63587d7f6fbd.exe,1048576,39.56,3.607,60,0,1
ember_498407985951.exe,965684,5.67,4.053,2,0,1
ember_c2feebb5380a.exe,111616,30.88,4.089,1,0,1
ember_fb4c4584f5f2.exe,1692384,26.04,4.055,55,0,1
ember_160c9d36a542.exe,2651136,64.65,5.111,81,1,1
ember_17db4f6e1d84.exe,126952,10.91,5.704,54,0,1
ember_83c2af74b9ed.exe,308736,81.88,2.881,16,0,1
ember_7c9e0619a84a.exe,139264,20.26,5.557,54,0,1
ember_2a7d657d4d32.exe,736256,12.24,5.111,78,1,1
ember_96e18ef4b35b.exe,131200,20.92,6.117,25,0,1
ember_710289a56f1e.exe,460800,29.58,4.251,1,0,1
ember_c3c5928138f7.exe,139264,20.26,5.557,54,0,1
ember_dadc4c1ab0e4.exe,422352,5.79,4.821,63,1,1
ember_d78f47bd5035.exe,1053696,10.92,5.709,81,1,1
ember_a5597c9af2c0.exe,906753,2.82,4.568,2,0,1
ember_fd4c59fa2bb7.exe,3049088,25.53,4.543,23,0,1
ember_704a0f7ae0a2.exe,963994,5.68,4.053,2,0,1
ember_9e913fd73892.exe,525262,72.37,4.482,105,3,1
ember_68bbd4740213.exe,441348,13.99,5.463,1,0,1
ember_c9c247d459cc.exe,2962432,70.76,3.152,16,1,1
ember_8a1cfc445182.exe,268261,23.87,4.055,55,0,1
ember_e4f4e4b20419.exe,1250816,6.76,6.766,114,1,1
ember_84d728e17e69.exe,1019392,7.89,4.275,7,0,1
ember_a5abccee01ee.exe,968084,5.65,4.053,2,0,1
ember_937c805d41a8.exe,965054,5.67,4.053,2,0,1
ember_6bf2fbb82306.exe,318848,12.51,4.684,12,0,1
ember_71ea2baf9cd0.exe,193024,1.38,5.116,15,1,1
ember_77195a76eff1.exe,968014,5.65,4.053,2,0,1
ember_1cd3c4b4be21.exe,965634,5.67,4.053,2,0,1
ember_5fe5fab75cff.exe,964664,5.67,4.053,2,0,1
ember_843fd13a5f45.exe,343607,6.08,5.037,61,0,1
ember_35c83e01e108.exe,2061938,5.82,7.902,0,0,1
ember_848d2af3d375.exe,383887,1.78,3.873,63,0,1
ember_48e01051a0a3.exe,564736,21.76,5.926,331,2,1
ember_625fb2443a11.exe,34816,4.14,5.214,8,0,1
ember_ec00204fda23.exe,527032,12.61,5.808,183,2,1
ember_a7d21ec5f644.exe,8161280,60.37,3.673,59,2,1
ember_31b8dae7e8a8.exe,543968,12.32,5.84,179,2,1
ember_dd6f14609b91.exe,124928,4.82,4.736,23,0,1
ember_108bf1b1084c.exe,1053696,10.92,5.709,81,1,1
ember_584f0970f9f7.exe,965084,5.67,4.053,2,0,1
ember_67191b50b1c1.exe,598016,24.18,4.615,167,1,1
ember_64a84089ace2.exe,1097907,25.06,4.573,55,0,1
ember_b8db178472bf.exe,965494,5.67,4.053,2,0,1
ember_066d6f92bab6.exe,525149,72.38,4.482,105,3,1
ember_a9a718cd1cca.exe,2957669,19.24,5.762,606,1,1
ember_b616d0e791c9.exe,195584,1.51,5.106,15,1,1
ember_fe4a7eeefa17.exe,126899,10.92,5.704,54,0,1
ember_c14d506ae49b.exe,245925,3.77,5.634,91,1,1
ember_472c5aa6d33e.exe,962784,5.68,4.053,2,0,1
ember_a9129a3c7df0.exe,1683456,14.35,6.532,336,1,1
ember_f5f7cd35a911.exe,3584,74.33,3.274,8,0,1
ember_8966519d3a57.exe,5343744,34.77,5.011,59,2,1
ember_b0484d4fa9cd.exe,343501,6.04,5.037,61,0,1
ember_ab25a5cb2a72.exe,1089906,24.22,5.769,411,1,1
ember_cb9075a083e3.exe,138240,45.9,4.414,150,1,1
ember_36d56bd83397.exe,991232,19.3,5.732,75,1,1
ember_42857b5ee557.exe,965664,5.67,4.053,2,0,1
ember_605158fe81af.exe,207360,10.15,5.516,1,0,1
ember_78f45ae59727.exe,155648,18.89,6.131,104,0,1
ember_d97b643ab286.exe,155648,18.89,6.131,104,0,1
ember_382b24216d09.exe,133636,13.72,6.406,36,0,1
ember_b79b040b60a8.exe,964954,5.67,4.053,2,0,1
ember_73a523af93cb.exe,1741164,2.22,6.102,183,1,1
ember_9ef300193fe7.exe,967894,5.65,4.053,2,0,1
ember_0c9738dd37d8.exe,343453,6.04,5.037,61,0,1
ember_e2d672fc1b47.exe,992256,85.36,3.69,1,0,1
ember_f847cb6a78dc.exe,3620864,65.89,4.889,57,2,1
ember_6917a8b6d3d5.exe,966074,5.67,4.053,2,0,1
ember_053bcdda6a29.exe,122880,48.61,5.522,6,0,1
ember_1ad91f579ec7.exe,139264,20.26,5.557,54,0,1
ember_3b73000292e2.exe,966554,5.66,4.053,2,0,1
ember_c07d2f08edde.exe,965844,5.67,4.053,2,0,1
ember_6829d9d7f616.exe,215808,11.09,3.811,386,1,1
ember_b1430519ddb3.exe,525211,72.37,4.482,105,3,1
ember_846399ce8b2c.exe,114688,38.84,5.472,1,0,1
ember_e2f251ad3989.exe,88576,22.12,6.257,599,3,1
ember_9a64b166039d.exe,307203,88.39,3.705,102,1,1
ember_b0e8d8c53386.exe,966184,5.66,4.053,2,0,1
ember_e33874d83a37.exe,965804,5.67,4.053,2,0,1
ember_fcb3e4953b69.exe,525189,72.38,4.482,105,3,1
ember_8604153c7a08.exe,146385,5.86,5.185,158,0,1
ember_8f0d51d78cba.exe,1495040,19.93,4.279,1,0,1
ember_df99b82aea7d.exe,405504,16.05,5.041,24,0,1
ember_427da59e57b9.exe,3584,71.34,3.547,1,0,1
ember_a8aeae0ebb05.exe,963934,5.68,4.053,2,0,1
ember_aa9e0ec98731.exe,3584,74.33,3.273,8,0,1
ember_3e2350dcc70d.exe,196869,45.47,4.055,55,0,1
ember_858099bc4b7e.exe,964424,5.68,4.053,2,0,1
ember_af93f7a64a98.exe,495616,6.3,3.787,11,0,1
ember_855133f68f75.exe,559792,12.15,5.847,185,2,1
ember_9691d3a40d9c.exe,964804,5.67,4.053,2,0,1
ember_bd5f33a47c95.exe,544000,12.32,5.84,179,2,1
ember_2382607bb9b7.exe,966204,5.66,4.053,2,0,1
ember_066d48769dd6.exe,290806,4.63,5.669,157,0,1
ember_afb29e2655fb.exe,2461208,1.81,5.404,86,1,1
ember_0d1c46ce4dd7.exe,88576,2.59,4.878,1,0,1
ember_dad5a805f341.exe,343425,6.04,5.037,61,0,1
ember_07e06e026b6f.exe,967204,5.66,4.053,2,0,1
ember_c8b93eb84d9f.exe,525215,72.37,4.482,105,3,1
ember_1149e477521d.exe,343411,6.04,5.037,61,0,1
ember_2b911aea91a2.exe,964944,5.67,4.053,2,0,1
ember_84e9ebc10c4a.exe,967384,5.66,4.053,2,0,1
ember_1ecb2795651d.exe,961664,5.69,4.053,2,0,1
ember_c03694b93b32.exe,225742,25.59,4.998,106,1,1
ember_ee45a1727b61.exe,25740,36.47,1.469,0,0,1
ember_ee1e7cce03b0.exe,1054208,10.96,5.707,82,1,1
ember_e8f574f93261.exe,155648,18.89,6.131,104,0,1
ember_58232cf4381f.exe,967604,5.66,4.053,2,0,1
ember_5459ee5929fb.exe,225034,5.59,5.653,157,0,1
ember_ae9c067b15fd.exe,966454,5.66,4.053,2,0,1
ember_0707c381774c.exe,964034,5.68,4.053,2,0,1
ember_a420f8ad8998.exe,112128,6.0,6.483,64,0,1
ember_aaa20406f412.exe,123392,18.59,4.25,11,0,1
ember_e3a035bf5e4c.exe,444928,14.05,6.392,106,2,1
ember_771b513b4190.exe,1695248,15.29,5.262,297,2,1
ember_ad197b761a33.exe,313367,15.03,4.911,77,1,1
ember_86f73cd9cbb7.exe,298380,60.83,3.658,105,3,1
ember_ace2a76f262b.exe,471075,18.65,4.751,13,0,1
ember_edfa759614e9.exe,888868,14.82,4.47,467,4,1
ember_a2c27abd712d.exe,114688,17.68,5.452,72,2,1
ember_142bba9e4407.exe,736256,12.24,5.12,78,1,1
ember_13837e0f0d1f.exe,2530304,66.03,3.615,64,1,1
ember_882ca4ebd790.exe,965644,5.67,4.053,2,0,1
ember_b653ba29eede.exe,73495,42.04,4.055,55,0,1
ember_c723a68eb6f7.exe,342016,1.04,5.132,15,1,1
ember_0a77cccef65f.exe,983040,0.81,3.648,24,1,1
ember_abf67c07c13c.exe,736256,12.24,5.12,78,1,1
ember_86a9ff6b90a0.exe,14099456,0.41,6.985,9,0,1
ember_dd5158a5e5c4.exe,968114,5.65,4.053,2,0,1
ember_6fa5b7b40fa0.exe,98308,36.53,4.321,191,0,1
ember_9c8745afecad.exe,139264,20.26,5.557,54,0,1
ember_eee3e767de39.exe,88576,2.59,4.878,1,0,1
ember_4a1fcdc24436.exe,282872,4.83,5.295,154,0,1
ember_6db248072930.exe,965384,5.67,4.053,2,0,1
ember_f0ed021bbbde.exe,967174,5.66,4.053,2,0,1
ember_3e71e188e915.exe,600208,11.63,4.792,1,0,1
ember_9460084e05b4.exe,1829376,17.02,4.414,581,2,1
ember_72595ce2b3f8.exe,500224,20.26,4.64,127,2,1
ember_b9740e9e4922.exe,1606656,0.84,4.756,20,0,1
ember_cbea42e0e8da.exe,298334,60.84,3.658,105,3,1
ember_e2c24e70898b.exe,123392,18.63,4.249,11,0,1
ember_9c3e682b5ec4.exe,109056,21.63,5.413,73,1,1
ember_c26e1b62b04f.exe,965934,5.67,4.053,2,0,1
ember_9c4e6bc2072a.exe,964054,5.68,4.053,2,0,1
ember_c0a58389c829.exe,2105344,62.87,5.59,73,1,1
ember_e7573d37c1aa.exe,963684,5.68,4.053,2,0,1
ember_710c20232745.exe,593121,26.96,5.936,265,2,1
ember_fb16f9763cd1.exe,385024,22.9,5.008,60,2,1
ember_2fefcbf30b65.exe,355328,18.44,4.747,15,1,1
ember_ed35eefb1d31.exe,1535832,16.17,4.61,306,5,1
ember_4ff659ece6f7.exe,964934,5.67,4.053,2,0,1
ember_29591425f0a9.exe,88576,2.59,4.878,1,0,1
ember_8777414c185e.exe,139264,20.26,5.557,54,0,1
ember_dca4b7455626.exe,99328,14.03,7.985,3,0,1
ember_3bfa13875d4d.exe,963954,5.68,4.053,2,0,1
ember_c2f3c2edb73c.exe,962754,5.69,4.053,2,0,1
ember_1e68f9f7fc53.exe,230636,5.84,5.62,157,0,1
ember_220c763c9259.exe,3584,74.33,3.273,8,0,1
ember_6dab25fe7b9f.exe,968744,5.65,4.053,2,0,1
ember_518cdfd60586.exe,155648,18.12,5.431,52,0,1
ember_3cb09302a007.exe,323584,8.77,0.839,0,0,1
ember_ab749903bae8.exe,965634,5.67,4.053,2,0,1
ember_12fb5d1dc79e.exe,967244,5.66,4.053,2,0,1
ember_c652fcadc867.exe,964374,5.68,4.053,2,0,1
ember_17103d1301a8.exe,3584,74.33,3.274,8,0,1
ember_5a62cfe7dcca.exe,1319059,2.78,4.874,22,0,1
ember_b990b835cce2.exe,622592,6.16,5.851,94,1,1
ember_ac032fe0a008.exe,503808,10.28,6.601,102,1,1
ember_a2b6a4338fbd.exe,63815,19.98,4.491,171,0,1
ember_1c21f3bc1465.exe,965104,5.67,4.053,2,0,1
ember_88bc24b2de1b.exe,139264,20.26,5.557,54,0,1
ember_162d252f011f.exe,318848,12.51,4.684,12,0,1
ember_ce504d2ffaad.exe,245821,3.77,5.634,91,1,1
ember_27174fd80b00.exe,777131,2.35,6.535,17,0,1
ember_1f5c1719d2b9.exe,53248,36.22,3.154,21,1,1
ember_b7e83d27978b.exe,79124,45.78,4.323,3,0,1
ember_4e75f6ea9aa8.exe,204804,28.65,5.029,25,0,1
ember_f8a168f8181e.exe,343466,6.08,5.037,61,0,1
ember_332f455a328b.exe,78765,21.22,5.729,68,1,1
ember_e1c9652d4da0.exe,126977,10.91,5.704,54,0,1
ember_ad048c462337.exe,30046,31.75,5.747,7,0,1
ember_e871fdff1581.exe,983040,0.8,3.646,24,1,1
ember_3c402feffe3d.exe,303563,20.17,5.088,120,1,1
ember_ca8944567a3c.exe,1621554,17.15,5.283,16,0,1
ember_8c0101ccfa4b.exe,88576,2.59,4.878,1,0,1
ember_86b6f3922b2e.exe,131200,20.92,6.117,25,0,1
ember_11c42197266f.exe,179712,1.53,5.214,15,1,1
ember_267897318c6a.exe,965284,5.67,4.053,2,0,1
ember_d3f037914c06.exe,525215,72.37,4.482,105,3,1
ember_5016f6dedcfa.exe,126973,10.91,5.704,54,0,1
ember_f80301320a78.exe,179712,1.54,5.193,15,1,1
ember_e9ecf83b4662.exe,439808,20.56,5.625,68,1,1
ember_0d040d45f045.exe,576000,13.63,6.096,218,0,1
ember_1e6afb452caa.exe,1250816,6.76,6.766,114,1,1
ember_f6fae9899c0e.exe,5000712,0.69,7.187,14,0,1
ember_2d3745bdaf16.exe,966774,5.66,4.053,2,0,1
ember_f59b575580fb.exe,618496,5.13,3.787,11,0,1
ember_11fb7d36346b.exe,965494,5.67,4.053,2,0,1
ember_832f4644dd1c.exe,113416,33.89,3.989,14,0,1
ember_ae765621388e.exe,965114,5.67,4.053,2,0,1
ember_1f9fc51ad294.exe,1702912,0.49,7.181,0,0,1
ember_2d53c443eb60.exe,363367,71.46,4.512,56,1,1
ember_c9e293903426.exe,2061938,41.34,5.235,218,2,1
ember_d3e12909efc4.exe,371720,11.46,3.971,3,0,1
ember_8ece350cf6f9.exe,1468345,6.97,7.076,8,0,1
ember_25ee735dff86.exe,210944,13.6,5.55,191,5,1
ember_a354b0e4b5cd.exe,8519680,0.95,3.851,2,0,1
ember_b89dab90aab4.exe,559864,12.14,5.847,185,2,1
ember_34042ffb93f5.exe,370520,5.84,6.231,125,0,1
ember_90bbe5e93785.exe,967224,5.66,4.053,2,0,1
ember_7bdcdf1e0b72.exe,970124,5.64,4.053,2,0,1
ember_c2c21cf6facf.exe,3543040,67.42,4.947,73,2,1
ember_27e8e44e3775.exe,966834,5.66,4.053,2,0,1
ember_5d80f2399c71.exe,155648,18.89,6.131,104,0,1
ember_78152e7f03d1.exe,155648,18.89,6.131,104,0,1
ember_87325549bf79.exe,126967,10.93,5.703,54,0,1
ember_641c1eeff852.exe,2281472,13.41,6.246,78,0,1
ember_1593b86eaf58.exe,970304,5.64,4.053,2,0,1
ember_82d661e182ef.exe,1578855,4.22,6.294,16,0,1
ember_6974d4506c98.exe,3584,74.33,3.277,8,0,1
ember_823ca0bc47c7.exe,343577,6.08,5.037,61,0,1
ember_4d12acf81468.exe,544096,12.32,5.84,179,2,1
ember_23f0e5f35697.exe,966704,5.66,4.053,2,0,1
ember_b97b6fbda736.exe,122880,44.77,4.25,6,0,1
ember_c6bad7ad1cd0.exe,1353466,2.21,7.544,8,0,1
ember_d7401acbe933.exe,182022,20.98,4.537,272,1,1
ember_5a083c3e961d.exe,155648,18.89,6.131,104,0,1
ember_e958d3e660d9.exe,961304,5.69,4.053,2,0,1
ember_e543c280ef1f.exe,115712,1.36,7.979,3,0,1
ember_785a83d8e38d.exe,417547,26.1,4.055,55,0,1
ember_27f3384ffb49.exe,182022,20.98,4.537,272,1,1
ember_2f58aa75aebc.exe,963334,5.68,4.053,2,0,1
ember_361937b3dbb3.exe,966954,5.66,4.053,2,0,1
ember_c084a5694a3b.exe,245861,3.77,5.634,91,1,1
ember_b9fd1250d6c5.exe,525211,72.37,4.482,105,3,1
ember_c4f5cc62b7ff.exe,782086,10.02,4.356,216,2,1
ember_851ba0d43ac0.exe,139264,20.26,5.557,54,0,1
ember_ba0e66f1d9f6.exe,348160,28.22,5.132,84,0,1
ember_acc51dcfd81f.exe,126865,10.92,5.704,54,0,1
ember_4c2ecbb112ff.exe,961914,5.69,4.053,2,0,1
ember_f10bca3a961c.exe,838513,6.85,5.986,11,0,1
ember_f4eb8c6f567e.exe,155648,18.89,6.131,104,0,1
ember_d000fe7ada8a.exe,1397906,65.03,6.06,13,0,1
ember_e1a4206fd127.exe,966364,5.66,4.053,2,0,1
ember_ef2aef8cf39c.exe,965384,5.67,4.053,2,0,1
ember_f71252aa060f.exe,1034589,16.08,4.613,105,1,1
ember_fcebf38c82f1.exe,1339392,43.83,5.662,0,0,1
ember_d684a4945d1f.exe,1561382,27.49,3.691,0,0,1
ember_81deb8d7b5fd.exe,1433937,11.29,5.491,274,2,1
ember_6c0341eaca51.exe,123392,18.58,4.251,11,0,1
ember_c9b45799b278.exe,525221,72.37,4.482,105,3,1
ember_b620c769a2bd.exe,965824,5.67,4.053,2,0,1
ember_ff127c75d423.exe,343462,6.04,5.037,61,0,1
ember_ec9f6d3718f4.exe,1249280,16.9,5.707,524,2,1
ember_8b3d4891688b.exe,1297396,20.9,4.581,52,0,1
ember_ec9f0bd00dd5.exe,965184,5.67,4.053,2,0,1
ember_43b7ab3a6404.exe,971944,5.63,4.053,2,0,1
ember_4785739836d6.exe,965014,5.67,4.053,2,0,1
ember_d186f0c183c7.exe,39184,9.52,3.921,29,0,1
ember_ba3b3bd978d5.exe,2061938,8.63,7.896,0,0,1
ember_ab3a17da7616.exe,114176,9.97,6.341,3,0,1
ember_9384bde95aef.exe,966534,5.66,4.053,2,0,1
ember_f0deb2762bda.exe,966044,5.67,4.053,2,0,1
ember_7d48072b223e.exe,966594,5.66,4.053,2,0,1
ember_63841039c585.exe,1829888,27.03,6.056,65,1,1
ember_1f0f17ea1153.exe,217088,14.88,6.282,103,1,1
ember_48c0ff2ec7a3.exe,13078,4.98,7.964,2,0,1
ember_9c83b193b05e.exe,432713,8.72,4.055,55,0,1
ember_cea4f7450ec3.exe,112541,57.01,4.57,75,0,1
ember_bd53ccc7d6a6.exe,1456928,22.2,5.492,1,0,1
ember_dd1963414585.exe,442368,17.93,5.065,63,1,1
ember_a7fd69929966.exe,342016,31.16,5.335,172,0,1
ember_d3f044c86514.exe,103140,19.95,7.988,2,0,1
ember_f1a4e8639908.exe,1200640,11.31,4.34,129,2,1
ember_dcbba1b2f311.exe,965714,5.67,4.053,2,0,1
ember_184208a2c3e3.exe,207360,10.15,5.516,1,0,1
ember_1510f4e0074b.exe,346112,1.63,4.64,1,0,1
ember_3c3267be7832.exe,126909,10.92,5.704,54,0,1
ember_daf859e20964.exe,49664,28.04,4.11,3,0,1
ember_d062fcbd0eb8.exe,99328,10.15,7.986,3,0,1
ember_d448c69ea70b.exe,525250,72.37,4.482,105,3,1
ember_8282d886139e.exe,1302528,24.33,4.939,239,1,1
ember_e35132d069ca.exe,945152,40.52,5.029,151,1,1
ember_8bd5a0f3b015.exe,2651136,64.65,5.11,81,1,1
ember_5f4db0a0ef89.exe,966294,5.66,4.053,2,0,1
ember_3ea4ed8bef30.exe,525213,72.37,4.482,105,3,1
ember_49c118def8b2.exe,964574,5.67,4.053,2,0,1
